Tid (s),C1,C2
1123,61.6,51.4
1124,60.7,51.5
1125,58.2,49.7
1126,58.5,47.2
1127,56.9,47.5
1128,56.5,45.9
1129,55.7,44.6
1130,55,44.8
1131,59.2,45.1
1132,57.6,46.7
1133,58.5,48.5
1134,58.6,46.9
1135,57.2,47.2
1136,57,45.9
1137,58.4,47.8
1138,58.8,48.6
1139,59.5,49.1
1140,59.9,49.7
1141,61,49.3
1142,61.8,50.7
1143,60.1,51
1144,60.4,50.9
1145,61.3,50.6
1146,61,50.8
1147,58.7,49.7
1148,59.2,48.9
1149,60.6,49.3
1150,60.2,49
1151,59.3,48.2
1152,59.2,49.3
1153,58.2,48.3
1154,59.4,48.5
1155,60,48.9
1156,59.9,48.9
1157,58,48.4
1158,58.7,47.9
1159,59,47.7
1160,60.3,49.7
1161,62,50.1
1162,62.2,50.5
1163,62.9,51.3
1164,62.3,51
1165,63.2,51.3
1166,62.1,50.9
1167,61.2,50.3
1168,62.6,49.9
1169,66.7,52.8
1170,63.5,52.4
1171,59.5,49.7
1172,59.4,48.4
1173,63.1,48.8
1174,62.7,50
1175,61.2,49.9
1176,61,49.2
1177,62.1,48.7
1178,64.5,50.6
1179,66,50.4
1180,66.6,50.7
1181,66.6,51.1
1182,67.5,53.3
1183,65.5,55.1
1184,63.2,57.3
1185,60.2,58.1
1186,58.4,58
1187,57.5,54.5
1188,57.1,54
1189,55.4,53.9
1190,57.2,53.8
1191,55.6,53.2
1192,57.8,54.2
1193,58.9,56
1194,58,55.6
1195,57.5,54.4
1196,58.4,54
1197,57.8,56.4
1198,57.2,52.9
1199,55.2,52.3
1200,58.5,53.4
1201,58.6,53
1202,59.7,53.5
1203,57.8,53.8
1204,55.9,53.8
1205,56.9,55
1206,58.9,55.1
1207,61.4,54.4
1208,60,55.2
1209,59.9,56.1
1210,59.2,57.4
1211,57.9,59.9
1212,57.9,62.6
1213,60.6,65.6
1214,61.3,67.1
1215,61.9,66.4
1216,62,65.6
1217,61.3,65.3
1218,61.8,64.6
1219,61.9,65.9
1220,62.1,65
1221,62.5,61
1222,64.4,61.1
1223,66.2,61.6
1224,66.1,63.2
1225,65.3,64.8
1226,64.1,64.5
1227,63.5,64.5
1228,62.7,63.5
1229,63.6,62.3
1230,63.6,60.4
1231,64,61
1232,65,60.5
1233,66.2,60.9
1234,67.5,62.4
1235,66.5,61.1
1236,66.1,60.7
1237,66.5,60.7
1238,66.6,60.5
1239,66.8,59.9
1240,65.7,61.2
1241,65.1,61.7
1242,65,61.6
1243,64.1,61.5
1244,63.9,60.4
1245,63.7,61.7
1246,63.3,61.7
1247,63.4,60.4
1248,67.7,61.2
1249,69.1,62.7
1250,65.3,61.6
1251,63.3,60.3
1252,62.5,59.8
1253,60.3,58.9
1254,59,59
1255,60.2,58.4
1256,58.7,58
1257,56.8,57.6
1258,56.7,57.1
1259,58,60.2
1260,59,58.4
1261,55.6,59.2
1262,58.7,59.8
1263,56.7,60.1
1264,57.4,59.7
1265,58,58.3
1266,58.8,57.4
1267,59,55.8
1268,61,54.9
1269,61.4,55.8
1270,59.6,57.5
1271,62.1,57.8
1272,68.4,62.5
1273,68.4,64.6
1274,66.5,61.5
1275,63.4,59.2
1276,62.8,57.5
1277,61.2,57.8
1278,58.9,56.3
1279,57.8,54.8
1280,56.6,53.9
1281,56.1,52.5
1282,54.6,50.5
1283,54.2,50.5
1284,53.7,49.9
1285,54.3,50.1
